right_eye_right_corner_x,right_eye_right_corner_y,right_eye_center_x,right_eye_center_y,right_eye_left_corner_x,right_eye_left_corner_y,left_eye_right_corner_x,left_eye_right_corner_y,left_eye_center_x,left_eye_center_y,left_eye_left_corner_x,left_eye_left_corner_y,filename
166,290,256,249,334,261,619,240,713,219,792,252,2022-09-28 14_34_24.583676-40427.jpg
167,290,250,251,339,260,612,237,723,227,796,255,2022-09-28 14_34_24.590720-40428.jpg
166,298,255,243,337,258,615,236,718,223,793,257,2022-09-28 14_34_24.599641-40429.jpg
157,287,253,247,339,256,606,236,717,215,795,255,2022-09-28 14_34_24.606190-40430.jpg
163,290,254,243,344,258,612,239,714,221,800,256,2022-09-28 14_34_24.612523-40431.jpg
167,291,249,249,344,256,621,237,719,222,799,253,2022-09-28 14_34_24.616847-40432.jpg
164,291,251,248,342,257,614,236,721,220,799,252,2022-09-28 14_34_24.621673-40433.jpg
168,287,247,251,342,254,621,236,720,223,798,255,2022-09-28 14_34_24.627533-40434.jpg
161,288,251,250,339,256,615,237,714,220,797,254,2022-09-28 14_34_24.633833-40435.jpg
164,284,254,244,336,258,619,232,720,221,802,254,2022-09-28 14_34_24.640919-40436.jpg
165,287,255,250,338,259,623,236,724,224,804,256,2022-09-28 14_34_24.646257-40437.jpg
163,288,253,244,339,259,618,234,721,221,794,254,2022-09-28 14_34_24.652353-40438.jpg
164,285,259,246,339,257,617,234,720,224,804,260,2022-09-28 14_34_24.659519-40439.jpg
164,287,254,243,338,254,621,233,726,222,802,255,2022-09-28 14_34_24.665117-40440.jpg
163,293,251,243,339,255,618,234,721,218,803,256,2022-09-28 14_34_24.671224-40441.jpg
164,288,257,245,343,256,615,236,718,224,798,255,2022-09-28 14_34_24.677998-40442.jpg
166,287,254,249,346,257,610,239,727,219,803,255,2022-09-28 14_34_24.683723-40443.jpg
168,290,255,244,339,258,618,233,731,221,805,255,2022-09-28 14_34_24.691031-40444.jpg
166,287,251,247,345,260,610,237,715,219,798,254,2022-09-28 14_34_24.696703-40445.jpg
163,288,252,253,342,259,619,233,724,224,802,257,2022-09-28 14_34_24.702555-40446.jpg
165,288,256,250,342,263,622,239,721,220,803,255,2022-09-28 14_34_24.709536-40447.jpg
167,291,258,247,344,257,616,239,720,220,808,257,2022-09-28 14_34_24.715108-40448.jpg
164,288,253,248,341,261,619,240,728,227,801,256,2022-09-28 14_34_24.721458-40449.jpg
168,290,253,250,345,262,623,241,726,222,802,258,2022-09-28 14_34_24.731230-40450.jpg
166,293,258,249,347,260,616,237,722,224,803,259,2022-09-28 14_34_24.737386-40451.jpg
166,287,255,246,346,261,621,242,719,227,807,263,2022-09-28 14_34_24.744119-40452.jpg
166,300,256,252,346,262,623,240,723,225,808,255,2022-09-28 14_34_24.749741-40453.jpg
164,297,256,248,347,261,619,239,726,221,800,260,2022-09-28 14_34_24.755189-40454.jpg
164,295,259,248,352,262,612,241,729,221,801,255,2022-09-28 14_34_24.761113-40455.jpg
162,294,256,249,343,260,615,239,729,218,813,259,2022-09-28 14_34_24.765884-40456.jpg
162,296,263,249,348,263,625,241,728,226,805,263,2022-09-28 14_34_24.771187-40457.jpg
166,297,258,251,345,264,622,243,725,224,804,263,2022-09-28 14_34_24.777947-40458.jpg
168,293,258,250,347,263,613,247,730,229,807,259,2022-09-28 14_34_24.784023-40459.jpg
165,293,262,249,340,258,626,239,727,223,801,260,2022-09-28 14_34_24.790048-40460.jpg
168,288,265,248,343,263,623,241,724,225,801,265,2022-09-28 14_34_24.796272-40461.jpg
163,294,266,255,349,265,628,240,726,229,799,265,2022-09-28 14_34_24.802603-40462.jpg
165,295,267,254,343,263,620,238,726,226,802,264,2022-09-28 14_34_24.809133-40463.jpg
167,304,265,244,346,263,611,236,725,228,795,266,2022-09-28 14_34_24.814896-40464.jpg
163,297,263,260,351,264,621,246,725,235,800,266,2022-09-28 14_34_24.821226-40465.jpg
163,287,270,254,344,264,617,242,729,235,802,261,2022-09-28 14_34_24.828024-40466.jpg
170,296,265,259,346,264,616,245,733,235,797,268,2022-09-28 14_34_24.833799-40467.jpg
170,293,267,248,343,266,616,240,800,265,730,228,2022-09-28 14_34_24.840943-40468.jpg
159,296,265,256,343,262,618,232,725,228,801,264,2022-09-28 14_34_24.847068-40469.jpg
164,298,266,249,339,265,611,241,733,227,800,266,2022-09-28 14_34_24.852345-40470.jpg
163,293,261,257,344,262,619,243,729,233,796,262,2022-09-28 14_34_24.859111-40471.jpg
170,296,260,257,341,262,619,240,718,222,796,262,2022-09-28 14_34_24.864949-40472.jpg
164,291,262,255,346,264,614,248,724,229,800,270,2022-09-28 14_34_24.871325-40473.jpg
163,296,267,249,342,266,615,241,727,230,798,260,2022-09-28 14_34_24.877981-40474.jpg
170,293,264,254,348,259,620,246,733,228,792,259,2022-09-28 14_34_24.883766-40475.jpg
162,295,265,249,340,260,622,239,732,222,797,260,2022-09-28 14_34_24.891078-40476.jpg
168,291,266,251,342,261,618,241,732,229,801,262,2022-09-28 14_34_24.896559-40477.jpg
166,296,266,249,344,264,612,243,733,231,798,260,2022-09-28 14_34_24.902481-40478.jpg
168,296,263,252,343,260,622,236,726,227,797,265,2022-09-28 14_34_24.909285-40479.jpg
165,293,264,253,345,261,621,241,726,227,804,264,2022-09-28 14_34_24.914773-40480.jpg
164,291,263,251,343,266,616,241,731,228,802,265,2022-09-28 14_34_24.921252-40481.jpg
164,293,266,259,343,261,616,241,730,224,801,261,2022-09-28 14_34_24.928005-40482.jpg
161,295,263,251,346,264,616,245,724,231,798,262,2022-09-28 14_34_24.933651-40483.jpg
160,297,264,253,342,261,615,242,733,228,803,268,2022-09-28 14_34_24.943287-40484.jpg
167,289,257,248,341,264,617,238,734,228,795,260,2022-09-28 14_34_24.949393-40485.jpg
166,292,264,249,340,261,622,238,726,229,791,263,2022-09-28 14_34_24.954784-40486.jpg
168,289,267,251,347,262,618,241,727,227,799,262,2022-09-28 14_34_24.958864-40487.jpg
163,289,265,250,345,258,613,240,728,227,800,264,2022-09-28 14_34_24.965114-40488.jpg
165,294,262,246,345,254,617,237,730,228,799,263,2022-09-28 14_34_24.971188-40489.jpg
169,292,267,248,348,257,613,236,733,227,797,259,2022-09-28 14_34_24.977591-40490.jpg
170,286,265,254,345,258,619,235,726,222,799,260,2022-09-28 14_34_24.983793-40491.jpg
163,288,257,251,339,259,621,240,740,222,801,261,2022-09-28 14_34_24.989931-40492.jpg
165,284,268,249,342,254,620,237,737,229,800,262,2022-09-28 14_34_24.996307-40493.jpg
168,292,264,242,336,251,619,232,725,222,797,255,2022-09-28 14_34_25.004916-40494.jpg
169,285,268,249,345,257,616,242,734,217,802,253,2022-09-28 14_34_25.011568-40495.jpg
169,293,264,249,343,254,623,230,727,222,800,257,2022-09-28 14_34_25.017348-40496.jpg
162,285,265,245,340,256,611,232,729,226,799,257,2022-09-28 14_34_25.021804-40497.jpg
167,292,262,249,350,257,622,232,733,217,802,260,2022-09-28 14_34_25.027490-40498.jpg
164,289,262,242,348,257,607,232,722,214,798,256,2022-09-28 14_34_25.033735-40499.jpg
167,296,241,259,334,258,608,237,717,230,790,255,2022-09-28 14_34_25.040280-40500.jpg
165,294,242,254,342,256,621,235,729,227,800,265,2022-09-28 14_34_25.049188-40501.jpg
163,299,244,257,342,259,602,241,726,225,791,257,2022-09-28 14_34_25.058593-40502.jpg
163,298,242,260,345,258,604,242,717,222,794,258,2022-09-28 14_34_25.067168-40503.jpg
164,296,245,252,343,259,612,235,717,222,789,256,2022-09-28 14_34_25.072747-40504.jpg
168,293,254,253,344,260,603,241,717,227,798,256,2022-09-28 14_34_25.077940-40505.jpg
168,291,257,256,344,252,614,236,720,218,796,257,2022-09-28 14_34_25.081833-40506.jpg
167,291,249,249,342,258,610,240,719,220,794,257,2022-09-28 14_34_25.085707-40507.jpg
166,289,252,249,339,257,608,242,716,205,792,252,2022-09-28 14_34_25.090245-40508.jpg
158,297,252,248,339,261,607,240,712,226,794,258,2022-09-28 14_34_25.096452-40509.jpg
162,297,253,244,334,262,608,238,718,232,792,255,2022-09-28 14_34_25.105220-40510.jpg
164,297,254,253,343,260,607,241,719,222,794,255,2022-09-28 14_34_25.111500-40511.jpg
168,291,254,258,348,260,609,235,715,223,792,255,2022-09-28 14_34_25.116982-40512.jpg
165,291,252,249,336,260,605,237,721,222,798,255,2022-09-28 14_34_25.121346-40513.jpg
163,287,254,249,337,260,613,235,715,225,801,251,2022-09-28 14_34_25.127367-40514.jpg
161,294,250,254,340,259,604,237,719,221,796,254,2022-09-28 14_34_25.133858-40515.jpg
162,290,250,253,338,250,603,237,714,218,793,255,2022-09-28 14_34_25.140164-40516.jpg
155,296,254,244,338,258,610,238,716,219,801,258,2022-09-28 14_34_25.146264-40517.jpg
157,299,255,245,345,262,605,241,721,219,789,251,2022-09-28 14_34_25.152340-40518.jpg
162,285,251,244,340,256,610,235,722,217,795,256,2022-09-28 14_34_25.158879-40519.jpg
162,292,249,246,336,260,609,237,718,215,794,250,2022-09-28 14_34_25.164950-40520.jpg
163,291,252,247,341,260,605,241,719,215,801,257,2022-09-28 14_34_25.171243-40521.jpg
163,283,255,250,343,259,614,235,716,214,800,260,2022-09-28 14_34_25.177420-40522.jpg
160,285,251,245,339,257,613,236,721,215,800,251,2022-09-28 14_34_25.183758-40523.jpg
161,282,248,245,340,260,608,238,713,216,798,256,2022-09-28 14_34_25.190247-40524.jpg
160,289,250,249,343,259,616,232,716,225,798,254,2022-09-28 14_34_25.196207-40525.jpg
160,292,253,250,335,261,613,240,723,219,795,258,2022-09-28 14_34_25.202631-40526.jpg
159,288,248,246,338,263,619,236,718,218,799,258,2022-09-28 14_34_25.208763-40527.jpg
163,289,251,243,340,258,606,237,717,217,793,255,2022-09-28 14_34_25.215110-40528.jpg
164,287,249,244,341,256,610,235,716,218,800,254,2022-09-28 14_34_25.221322-40529.jpg
166,284,250,245,337,260,610,239,718,226,795,256,2022-09-28 14_34_25.227460-40530.jpg
164,284,249,247,336,258,608,233,714,216,798,258,2022-09-28 14_34_25.233950-40531.jpg
157,289,250,246,336,254,605,234,720,216,798,251,2022-09-28 14_34_25.240138-40532.jpg
164,289,250,249,338,254,614,235,714,219,799,253,2022-09-28 14_34_25.246246-40533.jpg
163,287,246,249,340,253,623,240,722,216,797,257,2022-09-28 14_34_25.252484-40534.jpg
163,292,251,242,330,249,605,237,714,210,798,253,2022-09-28 14_34_25.258788-40535.jpg
164,292,254,245,340,256,609,235,721,213,802,257,2022-09-28 14_34_25.265016-40536.jpg
160,287,259,243,351,256,606,238,722,223,798,254,2022-09-28 14_34_25.271185-40537.jpg
159,290,252,245,344,257,605,235,719,218,800,255,2022-09-28 14_34_25.277444-40538.jpg
161,284,252,245,344,256,610,234,724,222,800,254,2022-09-28 14_34_25.283852-40539.jpg
161,284,254,239,340,252,604,236,716,212,800,253,2022-09-28 14_34_25.289973-40540.jpg
159,284,260,242,345,255,615,238,717,215,806,256,2022-09-28 14_34_25.296370-40541.jpg
162,285,253,244,345,255,615,233,719,219,802,253,2022-09-28 14_34_25.305282-40542.jpg
164,288,253,245,342,263,610,240,725,223,802,254,2022-09-28 14_34_25.314107-40543.jpg
164,285,254,251,343,261,610,241,718,221,804,253,2022-09-28 14_34_25.321744-40544.jpg
164,286,255,243,342,256,615,239,724,222,808,256,2022-09-28 14_34_25.327364-40545.jpg
162,281,250,249,344,257,610,230,728,204,803,260,2022-09-28 14_34_25.331949-40546.jpg
168,291,257,248,345,258,614,238,720,223,806,256,2022-09-28 14_34_25.335651-40547.jpg
162,293,258,247,343,261,613,237,722,223,807,255,2022-09-28 14_34_25.339933-40548.jpg
167,287,254,243,339,256,614,237,719,222,801,255,2022-09-28 14_34_25.346140-40549.jpg
163,294,258,252,345,258,620,239,717,223,800,258,2022-09-28 14_34_25.352429-40550.jpg
162,290,252,248,346,259,605,240,723,221,804,258,2022-09-28 14_34_25.358817-40551.jpg
167,290,259,253,344,260,618,238,719,219,801,255,2022-09-28 14_34_25.365158-40552.jpg
166,291,259,251,344,258,616,236,721,219,803,259,2022-09-28 14_34_25.371398-40553.jpg
170,287,258,241,350,260,610,242,725,226,806,259,2022-09-28 14_34_25.380019-40554.jpg
164,303,262,253,350,261,606,244,722,226,804,258,2022-09-28 14_34_25.386913-40555.jpg
157,297,258,247,345,261,610,245,721,227,808,257,2022-09-28 14_34_25.392611-40556.jpg
169,294,260,255,348,264,620,239,723,223,803,257,2022-09-28 14_34_25.397279-40557.jpg
164,291,260,247,347,262,616,245,719,223,804,262,2022-09-28 14_34_25.402378-40558.jpg
163,299,257,252,349,263,616,242,724,225,803,260,2022-09-28 14_34_25.408745-40559.jpg
166,292,262,250,344,261,613,240,724,227,803,265,2022-09-28 14_34_25.414994-40560.jpg
169,294,260,258,349,259,619,242,730,227,804,263,2022-09-28 14_34_25.421326-40561.jpg
165,293,263,255,349,263,612,243,729,228,801,264,2022-09-28 14_34_25.427568-40562.jpg
164,294,264,258,340,262,620,242,728,225,800,260,2022-09-28 14_34_25.433748-40563.jpg
167,289,264,256,345,261,618,240,732,225,804,262,2022-09-28 14_34_25.440006-40564.jpg
167,288,262,257,342,264,618,241,726,231,804,267,2022-09-28 14_34_25.446273-40565.jpg
161,302,266,259,353,269,611,244,733,230,797,265,2022-09-28 14_34_25.452530-40566.jpg
166,293,266,258,344,265,620,243,726,227,800,266,2022-09-28 14_34_25.458913-40567.jpg
168,294,263,253,346,265,614,242,735,229,804,264,2022-09-28 14_34_25.465141-40568.jpg
163,300,264,256,340,266,619,241,733,228,798,266,2022-09-28 14_34_25.471433-40569.jpg
165,294,271,256,345,263,619,244,729,225,794,261,2022-09-28 14_34_25.480062-40570.jpg
165,290,267,256,349,263,616,244,735,224,798,264,2022-09-28 14_34_25.486319-40571.jpg
164,288,268,259,345,267,609,240,724,234,796,260,2022-09-28 14_34_25.491957-40572.jpg
167,291,265,255,345,260,618,240,728,230,802,266,2022-09-28 14_34_25.496309-40573.jpg
167,293,266,254,346,264,611,245,727,231,799,264,2022-09-28 14_34_25.502532-40574.jpg
162,289,267,252,344,261,614,242,727,234,798,264,2022-09-28 14_34_25.508866-40575.jpg
167,291,265,257,349,264,610,239,726,230,799,260,2022-09-28 14_34_25.515199-40576.jpg
166,287,265,251,345,262,616,237,728,228,803,267,2022-09-28 14_34_25.521162-40577.jpg
162,292,261,257,346,257,611,240,728,226,796,262,2022-09-28 14_34_25.527600-40578.jpg
160,288,260,254,344,259,615,241,729,231,802,262,2022-09-28 14_34_25.533734-40579.jpg
163,285,263,256,344,257,620,238,727,226,800,265,2022-09-28 14_34_25.540193-40580.jpg
158,287,267,259,345,263,608,242,724,228,798,259,2022-09-28 14_34_25.546332-40581.jpg
163,292,267,253,345,261,602,243,728,225,798,261,2022-09-28 14_34_25.552464-40582.jpg
163,285,267,252,339,262,606,238,725,226,798,263,2022-09-28 14_34_25.558925-40583.jpg
165,288,262,252,341,267,620,236,737,226,804,262,2022-09-28 14_34_25.565191-40584.jpg
166,286,264,252,342,259,624,240,733,225,794,261,2022-09-28 14_34_25.571363-40585.jpg
169,292,262,251,341,259,615,237,728,222,803,262,2022-09-28 14_34_25.577685-40586.jpg
166,290,263,249,340,260,613,240,729,225,804,262,2022-09-28 14_34_25.583787-40587.jpg
166,291,266,253,343,259,617,238,725,224,803,261,2022-09-28 14_34_25.589920-40588.jpg
167,286,266,249,344,259,616,237,729,223,798,255,2022-09-28 14_34_25.596247-40589.jpg
172,286,262,257,344,259,616,237,723,226,797,260,2022-09-28 14_34_25.602540-40590.jpg
165,289,266,254,352,257,617,236,725,221,803,260,2022-09-28 14_34_25.608711-40591.jpg
170,280,266,251,346,259,619,238,733,224,799,260,2022-09-28 14_34_25.614962-40592.jpg
163,289,264,250,340,257,614,234,729,226,804,257,2022-09-28 14_34_25.621343-40593.jpg
168,286,267,251,342,258,617,236,729,222,800,257,2022-09-28 14_34_25.627598-40594.jpg
167,286,263,250,342,260,613,239,729,227,801,261,2022-09-28 14_34_25.633869-40595.jpg
168,284,266,252,348,256,623,233,729,228,802,256,2022-09-28 14_34_25.642656-40596.jpg
165,287,265,248,349,257,620,235,728,221,801,256,2022-09-28 14_34_25.649172-40597.jpg
166,285,266,251,349,259,615,234,737,227,808,267,2022-09-28 14_34_25.654680-40598.jpg
169,291,264,252,351,256,619,238,734,224,805,261,2022-09-28 14_34_25.658973-40599.jpg
165,302,234,262,343,257,610,236,726,230,803,258,2022-09-28 14_34_25.665089-40600.jpg
163,298,239,255,342,262,607,235,729,228,795,258,2022-09-28 14_34_25.671475-40601.jpg
164,296,253,255,344,258,606,235,721,227,806,272,2022-09-28 14_34_25.677467-40602.jpg
161,296,253,252,348,257,610,238,724,228,797,258,2022-09-28 14_34_25.683986-40603.jpg
157,299,242,256,339,257,608,237,719,222,795,254,2022-09-28 14_34_25.690147-40604.jpg
164,291,253,253,345,257,605,233,718,221,789,254,2022-09-28 14_34_25.696154-40605.jpg
164,300,253,249,336,260,609,237,716,225,793,255,2022-09-28 14_34_25.702553-40606.jpg
164,288,250,247,334,257,606,236,722,222,795,253,2022-09-28 14_34_25.708722-40607.jpg
164,296,251,248,349,257,606,239,718,219,795,255,2022-09-28 14_34_25.714972-40608.jpg
161,290,256,250,343,257,611,235,714,222,789,255,2022-09-28 14_34_25.721413-40609.jpg
163,293,254,250,342,257,606,235,716,225,802,257,2022-09-28 14_34_25.727593-40610.jpg
165,289,255,249,342,260,611,240,724,218,796,257,2022-09-28 14_34_25.733969-40611.jpg
161,291,254,246,339,259,613,239,720,224,795,256,2022-09-28 14_34_25.744776-40612.jpg
163,296,257,247,346,258,608,240,720,219,799,255,2022-09-28 14_34_25.750982-40613.jpg
161,291,254,246,339,258,606,234,715,224,799,258,2022-09-28 14_34_25.756582-40614.jpg
158,291,252,246,333,262,608,237,718,222,796,257,2022-09-28 14_34_25.760577-40615.jpg
160,290,253,248,340,260,611,239,719,224,799,256,2022-09-28 14_34_25.765403-40616.jpg
158,299,254,248,343,260,616,236,719,221,801,258,2022-09-28 14_34_25.771295-40617.jpg
161,295,259,247,339,258,609,241,720,221,802,258,2022-09-28 14_34_25.777628-40618.jpg
161,294,253,246,324,262,608,238,714,221,791,253,2022-09-28 14_34_25.786534-40619.jpg
161,297,247,244,339,257,606,240,717,223,804,253,2022-09-28 14_34_25.794904-40620.jpg
156,295,252,247,340,254,615,239,717,217,795,254,2022-09-28 14_34_25.800402-40621.jpg
160,288,255,245,343,260,609,239,719,224,795,256,2022-09-28 14_34_25.805018-40622.jpg
161,291,248,249,337,260,604,234,719,220,797,257,2022-09-28 14_34_25.810966-40623.jpg
162,294,248,251,336,257,604,239,715,222,795,255,2022-09-28 14_34_25.816570-40624.jpg
157,289,252,246,340,254,609,239,719,220,793,254,2022-09-28 14_34_25.821301-40625.jpg
164,282,255,245,333,256,603,236,715,221,795,257,2022-09-28 14_34_25.827632-40626.jpg
155,291,251,245,342,257,606,233,715,215,798,253,2022-09-28 14_34_25.833945-40627.jpg
161,289,252,243,340,257,606,234,718,218,796,255,2022-09-28 14_34_25.840125-40628.jpg
162,281,252,246,340,258,601,235,720,219,798,254,2022-09-28 14_34_25.846330-40629.jpg
158,295,250,243,338,255,610,235,724,215,799,254,2022-09-28 14_34_25.852453-40630.jpg
165,296,254,251,343,257,610,239,720,222,798,253,2022-09-28 14_34_25.858955-40631.jpg
160,291,252,249,340,255,612,234,714,223,792,256,2022-09-28 14_34_25.865083-40632.jpg
166,284,257,245,341,254,617,236,721,226,800,255,2022-09-28 14_34_25.871354-40633.jpg
161,292,256,245,338,260,607,235,726,219,798,258,2022-09-28 14_34_25.877601-40634.jpg
163,292,251,247,338,260,613,238,721,224,801,258,2022-09-28 14_34_25.883801-40635.jpg
165,293,250,248,333,260,610,237,718,220,796,245,2022-09-28 14_34_25.890058-40636.jpg
167,287,257,246,338,259,620,238,722,220,798,254,2022-09-28 14_34_25.896220-40637.jpg
163,288,252,240,338,256,616,238,714,213,798,253,2022-09-28 14_34_25.902625-40638.jpg
166,286,253,241,338,251,614,238,718,219,801,254,2022-09-28 14_34_25.908762-40639.jpg
168,286,255,247,335,254,614,236,720,215,800,250,2022-09-28 14_34_25.915244-40640.jpg
167,290,253,246,337,258,604,237,715,221,803,253,2022-09-28 14_34_25.921328-40641.jpg
160,290,251,250,338,257,611,234,713,221,799,250,2022-09-28 14_34_25.927510-40642.jpg
167,292,254,246,340,256,616,232,724,214,802,260,2022-09-28 14_34_25.933833-40643.jpg
165,290,258,242,339,257,611,239,722,214,798,253,2022-09-28 14_34_25.940065-40644.jpg
168,285,258,247,343,260,618,237,730,224,799,257,2022-09-28 14_34_25.946363-40645.jpg
164,286,250,242,343,259,605,236,712,219,800,257,2022-09-28 14_34_25.952477-40646.jpg
164,297,257,245,342,260,617,238,719,222,801,256,2022-09-28 14_34_25.958856-40647.jpg
155,304,257,244,344,259,616,239,720,219,805,257,2022-09-28 14_34_25.965101-40648.jpg
172,286,257,248,344,253,617,234,719,219,803,260,2022-09-28 14_34_25.971262-40649.jpg
164,293,258,245,345,257,617,238,714,221,798,256,2022-09-28 14_34_25.977633-40650.jpg
163,291,255,251,336,265,610,238,728,219,804,258,2022-09-28 14_34_25.985875-40651.jpg
163,293,257,247,347,261,611,241,722,219,806,259,2022-09-28 14_34_25.992501-40652.jpg
163,296,254,250,340,261,615,243,726,220,806,263,2022-09-28 14_34_25.998361-40653.jpg
162,289,261,252,344,261,615,242,726,223,806,264,2022-09-28 14_34_26.002585-40654.jpg
163,300,254,246,338,263,613,242,721,221,802,254,2022-09-28 14_34_26.008876-40655.jpg
168,289,260,256,348,262,610,241,723,226,804,260,2022-09-28 14_34_26.015307-40656.jpg
164,292,258,252,343,261,618,241,728,219,810,256,2022-09-28 14_34_26.021258-40657.jpg
167,292,257,251,345,259,612,244,722,225,809,262,2022-09-28 14_34_26.027625-40658.jpg
168,289,257,250,343,264,618,242,725,223,806,261,2022-09-28 14_34_26.033957-40659.jpg
166,303,258,248,347,259,617,240,721,228,800,259,2022-09-28 14_34_26.040244-40660.jpg
167,291,260,257,343,264,613,242,726,227,807,263,2022-09-28 14_34_26.046338-40661.jpg
165,296,262,255,336,263,616,244,724,230,807,266,2022-09-28 14_34_26.052453-40662.jpg
166,295,260,256,347,264,614,243,723,228,795,268,2022-09-28 14_34_26.059017-40663.jpg
166,294,264,253,339,265,619,242,731,226,802,263,2022-09-28 14_34_26.065245-40664.jpg
168,295,264,254,347,265,613,246,732,229,802,264,2022-09-28 14_34_26.071383-40665.jpg
167,292,262,257,350,263,614,245,723,235,798,266,2022-09-28 14_34_26.077645-40666.jpg
165,299,260,259,342,263,621,242,731,226,804,266,2022-09-28 14_34_26.083826-40667.jpg
165,300,261,256,343,265,612,244,731,232,802,267,2022-09-28 14_34_26.089980-40668.jpg
161,293,259,256,341,259,611,241,725,227,798,258,2022-09-28 14_34_26.096295-40669.jpg
167,292,262,257,342,257,613,239,725,223,799,261,2022-09-28 14_34_26.102590-40670.jpg
167,290,262,258,342,265,619,242,725,228,796,258,2022-09-28 14_34_26.108777-40671.jpg
164,297,265,257,344,263,615,239,729,226,800,262,2022-09-28 14_34_26.115183-40672.jpg
168,292,270,258,349,264,607,243,725,225,799,266,2022-09-28 14_34_26.121396-40673.jpg
161,295,263,255,339,263,607,241,729,226,798,261,2022-09-28 14_34_26.127575-40674.jpg
163,296,266,261,347,258,618,237,721,224,798,260,2022-09-28 14_34_26.133997-40675.jpg
165,294,261,257,341,264,617,241,724,227,794,264,2022-09-28 14_34_26.140273-40676.jpg
163,299,264,257,344,261,616,244,732,233,801,265,2022-09-28 14_34_26.149124-40677.jpg
162,300,264,252,344,260,616,239,728,228,798,261,2022-09-28 14_34_26.155795-40678.jpg
168,294,265,253,344,261,615,242,726,228,796,266,2022-09-28 14_34_26.164461-40679.jpg
175,293,259,258,343,264,613,239,720,229,797,264,2022-09-28 14_34_26.172294-40680.jpg
174,285,260,254,339,266,615,241,726,228,791,262,2022-09-28 14_34_26.177848-40681.jpg
167,296,265,250,342,262,609,239,729,231,792,263,2022-09-28 14_34_26.182647-40682.jpg
167,290,265,256,348,263,616,242,725,230,800,260,2022-09-28 14_34_26.186547-40683.jpg
169,286,265,253,342,262,614,237,725,225,793,258,2022-09-28 14_34_26.190473-40684.jpg
168,289,264,249,341,262,616,239,725,227,794,262,2022-09-28 14_34_26.196296-40685.jpg
171,289,263,247,342,261,618,236,731,225,795,257,2022-09-28 14_34_26.202623-40686.jpg
165,286,264,247,338,256,625,238,728,228,799,262,2022-09-28 14_34_26.208776-40687.jpg
163,289,267,255,343,262,614,237,731,226,802,263,2022-09-28 14_34_26.215177-40688.jpg
168,288,267,255,346,258,613,234,730,225,800,261,2022-09-28 14_34_26.221558-40689.jpg
166,289,263,251,343,259,613,236,732,223,797,256,2022-09-28 14_34_26.230301-40690.jpg
167,288,261,249,342,261,614,238,728,228,795,259,2022-09-28 14_34_26.237149-40691.jpg
171,285,262,251,343,258,618,240,730,223,795,258,2022-09-28 14_34_26.242956-40692.jpg
165,290,263,249,340,261,606,239,728,219,794,260,2022-09-28 14_34_26.247365-40693.jpg
165,292,263,247,346,257,613,236,732,224,803,257,2022-09-28 14_34_26.252572-40694.jpg
165,288,265,248,345,258,613,235,729,222,800,259,2022-09-28 14_34_26.259047-40695.jpg
165,290,260,247,342,259,616,240,725,222,797,256,2022-09-28 14_34_26.265362-40696.jpg
167,284,264,244,341,254,613,236,729,224,799,260,2022-09-28 14_34_26.271528-40697.jpg
169,284,266,249,348,256,614,235,732,225,799,257,2022-09-28 14_34_26.280151-40698.jpg
168,285,268,247,343,258,611,236,731,228,797,255,2022-09-28 14_34_26.286609-40699.jpg
166,296,236,253,340,260,603,239,725,232,803,267,2022-09-28 14_34_26.292386-40700.jpg
165,300,244,259,338,256,599,237,727,229,793,257,2022-09-28 14_34_26.296892-40701.jpg
164,299,247,253,346,258,607,239,720,227,798,259,2022-09-28 14_34_26.302706-40702.jpg
163,296,249,254,342,258,609,235,722,226,791,255,2022-09-28 14_34_26.308893-40703.jpg
168,293,251,257,342,257,607,241,719,230,788,256,2022-09-28 14_34_26.315332-40704.jpg
168,290,254,250,344,255,604,236,720,227,788,251,2022-09-28 14_34_26.321464-40705.jpg
166,293,251,249,332,257,603,235,717,226,790,249,2022-09-28 14_34_26.327714-40706.jpg
162,296,252,251,341,262,615,235,716,228,800,255,2022-09-28 14_34_26.334016-40707.jpg
164,291,251,253,338,259,603,242,717,223,799,259,2022-09-28 14_34_26.340247-40708.jpg
165,290,248,251,340,256,602,240,714,225,797,259,2022-09-28 14_34_26.346404-40709.jpg
169,286,250,254,331,260,599,239,714,221,795,254,2022-09-28 14_34_26.352643-40710.jpg
165,289,250,249,343,260,600,240,713,226,796,256,2022-09-28 14_34_26.361265-40711.jpg
165,292,251,251,335,258,605,239,714,220,792,254,2022-09-28 14_34_26.367769-40712.jpg
163,292,250,251,336,260,605,239,720,225,797,256,2022-09-28 14_34_26.373545-40713.jpg
160,288,251,252,338,258,602,236,714,221,795,256,2022-09-28 14_34_26.377659-40714.jpg
161,291,250,252,347,259,612,239,719,225,800,254,2022-09-28 14_34_26.383921-40715.jpg
164,287,249,247,338,261,610,242,715,226,794,257,2022-09-28 14_34_26.390174-40716.jpg
166,290,243,254,342,256,611,233,721,214,793,258,2022-09-28 14_34_26.396292-40717.jpg
164,288,256,249,340,260,611,236,718,221,799,257,2022-09-28 14_34_26.402701-40718.jpg
164,289,248,249,337,258,605,235,715,222,793,257,2022-09-28 14_34_26.409052-40719.jpg
161,289,249,248,339,260,608,237,717,220,786,252,2022-09-28 14_34_26.415116-40720.jpg
168,281,249,250,333,259,611,238,714,225,798,257,2022-09-28 14_34_26.421463-40721.jpg
